_input,_num,_widgetName,_source,_resultNumber,_pageUrl,album,album/_source,album/_title,album/_text,artist,rating
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,1,rym 300,rym 300,1,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/radiohead/ok_computer/,/release/album/radiohead/ok_computer/,[Album45],OK Computer,Radiohead,4.24
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,2,rym 300,rym 300,2,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/pink_floyd/the_dark_side_of_the_moon/,/release/album/pink_floyd/the_dark_side_of_the_moon/,[Album976],The Dark Side of the Moon,Pink Floyd,4.27
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,3,rym 300,rym 300,3,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/the_velvet_underground_nico/the_velvet_underground_and_nico_f1/,/release/album/the_velvet_underground_nico/the_velvet_underground_and_nico_f1/,[Album173],The Velvet Underground & Nico,The Velvet Underground; Nico,4.33
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,4,rym 300,rym 300,4,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/pink_floyd/wish_you_were_here/,/release/album/pink_floyd/wish_you_were_here/,[Album974],Wish You Were Here,Pink Floyd,4.30
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,5,rym 300,rym 300,5,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/the_beatles/abbey_road/,/release/album/the_beatles/abbey_road/,[Album12],Abbey Road,The Beatles,4.35
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,6,rym 300,rym 300,6,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/king_crimson/in_the_court_of_the_crimson_king_f40/,/release/album/king_crimson/in_the_court_of_the_crimson_king_f40/,[Album2328],In the Court of the Crimson King,King Crimson,4.28
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,7,rym 300,rym 300,7,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/the_beatles/revolver/,/release/album/the_beatles/revolver/,[Album206],Revolver,The Beatles,4.33
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,8,rym 300,rym 300,8,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/radiohead/kid_a/,/release/album/radiohead/kid_a/,[Album46],Kid A,Radiohead,4.15
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,9,rym 300,rym 300,9,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/led_zeppelin/led_zeppelin__iv_/,/release/album/led_zeppelin/led_zeppelin__iv_/,[Album43],Led Zeppelin [IV],Led Zeppelin,4.22
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,10,rym 300,rym 300,10,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/miles_davis/kind_of_blue/,/release/album/miles_davis/kind_of_blue/,[Album2571],Kind of Blue,Miles Davis,4.32
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,11,rym 300,rym 300,11,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/my_bloody_valentine/loveless/,/release/album/my_bloody_valentine/loveless/,[Album355],Loveless,My Bloody Valentine,4.21
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,12,rym 300,rym 300,12,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/bob_dylan/highway_61_revisited/,/release/album/bob_dylan/highway_61_revisited/,[Album51],Highway 61 Revisited,Bob Dylan,4.30
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,13,rym 300,rym 300,13,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/david_bowie/the_rise_and_fall_of_ziggy_stardust_and_the_spiders_from_mars/,/release/album/david_bowie/the_rise_and_fall_of_ziggy_stardust_and_the_spiders_from_mars/,[Album623],The Rise and Fall of Ziggy Stardust and the Spiders From Mars,David Bowie,4.30
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,14,rym 300,rym 300,14,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/black_sabbath/paranoid/,/release/album/black_sabbath/paranoid/,[Album2276],Paranoid,Black Sabbath,4.24
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,15,rym 300,rym 300,15,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/pixies/doolittle/,/release/album/pixies/doolittle/,[Album1089],Doolittle,Pixies,4.22
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,16,rym 300,rym 300,16,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/john_coltrane/a_love_supreme/,/release/album/john_coltrane/a_love_supreme/,[Album10702],A Love Supreme,John Coltrane,4.35
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,17,rym 300,rym 300,17,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/the_beach_boys/pet_sounds/,/release/album/the_beach_boys/pet_sounds/,[Album63],Pet Sounds,The Beach Boys,4.21
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,18,rym 300,rym 300,18,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/the_beatles/sgt__peppers_lonely_hearts_club_band/,/release/album/the_beatles/sgt__peppers_lonely_hearts_club_band/,[Album16],Sgt. Pepper's Lonely Hearts Club Band,The Beatles,4.23
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,19,rym 300,rym 300,19,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/the_doors/the_doors/,/release/album/the_doors/the_doors/,[Album1189],The Doors,The Doors,4.21
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,20,rym 300,rym 300,20,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/joy_division/unknown_pleasures/,/release/album/joy_division/unknown_pleasures/,[Album544],Unknown Pleasures,Joy Division,4.19
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,21,rym 300,rym 300,21,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/the_clash/london_calling/,/release/album/the_clash/london_calling/,[Album236],London Calling,The Clash,4.15
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,22,rym 300,rym 300,22,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/the_beatles/the_beatles__the_white_album_/,/release/album/the_beatles/the_beatles__the_white_album_/,[Album8],The Beatles [The White Album],The Beatles,4.24
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,23,rym 300,rym 300,23,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/the_smiths/the_queen_is_dead/,/release/album/the_smiths/the_queen_is_dead/,[Album164],The Queen Is Dead,The Smiths,4.19
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,24,rym 300,rym 300,24,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/nick_drake/pink_moon/,/release/album/nick_drake/pink_moon/,[Album90],Pink Moon,Nick Drake,4.22
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,25,rym 300,rym 300,25,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/bob_dylan/blonde_on_blonde/,/release/album/bob_dylan/blonde_on_blonde/,[Album94],Blonde on Blonde,Bob Dylan,4.25
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,26,rym 300,rym 300,26,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/the_jimi_hendrix_experience/are_you_experienced/,/release/album/the_jimi_hendrix_experience/are_you_experienced/,[Album11],Are You Experienced,The Jimi Hendrix Experience,4.24
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,27,rym 300,rym 300,27,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/charles_mingus/the_black_saint_and_the_sinner_lady/,/release/album/charles_mingus/the_black_saint_and_the_sinner_lady/,[Album17906],The Black Saint and the Sinner Lady,Charles Mingus,4.39
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,28,rym 300,rym 300,28,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/television/marquee_moon/,/release/album/television/marquee_moon/,[Album1167],Marquee Moon,Television,4.21
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,29,rym 300,rym 300,29,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/arcade_fire/funeral/,/release/album/arcade_fire/funeral/,[Album185644],Funeral,Arcade Fire,4.07
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,30,rym 300,rym 300,30,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/talking_heads/remain_in_light/,/release/album/talking_heads/remain_in_light/,[Album1036],Remain in Light,Talking Heads,4.21
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,31,rym 300,rym 300,31,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/pink_floyd/animals/,/release/album/pink_floyd/animals/,[Album978],Animals,Pink Floyd,4.11
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,32,rym 300,rym 300,32,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/bob_dylan/blood_on_the_tracks/,/release/album/bob_dylan/blood_on_the_tracks/,[Album50],Blood on the Tracks,Bob Dylan,4.25
webpage/url:https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=|,33,rym 300,rym 300,33,https://rateyourmusic.com/customchart?page=1&chart_type=top&type=album&year=alltime&genre_include=1&include_child_genres=1&genres=&include_child_genres_chk=1&include=both&origin_countries=&limit=none&countries=,https://rateyourmusic.com/release/album/joy_division/closer/,/release/album/joy_division/closer/,[Album545],Closer,Joy Division,4.16
